timestamp,symbol,signal,entry_price,target,stop_loss,last_price,reason
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T09:55:00,KALYANKJIL.NS,SELL,426.2,421.94,428.33,426.2,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
2026-04-17T19:55:00,MSFT,SELL,422.6,418.37,424.71,422.6,Price broke below opening range low with volume confirmation
